unique-id,title,authors,doi,pmid,eissn,issn,advanced_online_year,year,month,journal,number,volume,pages
WOS:000425937100010,Rescue of Fragile X Syndrome Neurons by DNA Methylation Editing of the FMR1 Gene,"Liu,X. Shawn|Wu,Hao|Krzisch,Marine|Wu,Xuebing|Graef,John|Muffat,Julien|Hnisz,Denes|Li,Charles H.|Yuan,Bingbing|Xu,Chuanyun|Li,Yun|Vershkov,Dan|Cacace,Angela|Young,Richard A.|Jaenisch,Rudolf",10.1016/j.cell.2018.01.012,29456084,1097-4172,0092-8674,,2018,February,CELL,5,172,979+
WOS:000419794800041,Selective silencing of euchromatic L1s revealed by genome-wide screens for L1 regulators,"Liu,Nian|Lee,Cameron H.|Swigut,Tomek|Grow,Edward|Gu,Bo|Bassik,Michael C.|Wysocka,Joanna",10.1038/nature25179,29211708,1476-4687,0028-0836,,2018,January,NATURE,7687,553,228+
WOS:000458503900041,CasX enzymes comprise a distinct family of RNA-guided genome editors,"Liu,Jun-Jie|Orlova,Natalia|Oakes,Benjamin L.|Ma,Enbo|Spinner,Hannah B.|Baney,Katherine L. M.|Chuck,Jonathan|Tan,Dan|Knott,Gavin J.|Harrington,Lucas B.|Al-Shayeb,Basem|Wagner,Alexander|Broetzmann,Julian|Staahl,Brett T.|Taylor,Kian L.|Desmarais,John|Nogales,Eva|Doudna,Jennifer A.",10.1038/s41586-019-0908-x,30718774,1476-4687,0028-0836,,2019,February,NATURE,7743,566,218+
WOS:000499337200001,Anti-CRISPR proteins targeting the CRISPR-Cas system enrich the toolkit for genetic engineering,"Liu,Qiong|Zhang,Hongxia|Huang,Xiaotian",10.1111/febs.15139,31730297,1742-4658,1742-464X,,2020,February,FEBS JOURNAL,4,287,626-644
WOS:000325286200005,Precise and Heritable Genome Editing in Evolutionarily Diverse Nematodes Using TALENs and CRISPR/Cas9 to Engineer Insertions and Deletions,"Lo,Te-Wen|Pickle,Catherine S.|Lin,Steven|Ralston,Edward J.|Gurling,Mark|Schartner,Caitlin M.|Bian,Qian|Doudna,Jennifer A.|Meyer,Barbara J.",10.1534/genetics.113.155382,23934893,1943-2631,0016-6731,,2013,October,GENETICS,2,195,331+
WOS:000331136000009,Highlights of the DNA cutters: a short history of the restriction enzymes,"Loenen,Wil A. M.|Dryden,David T. F.|Raleigh,Elisabeth A.|Wilson,Geoffrey G.|Murray,Noreen E.",10.1093/nar/gkt990,24141096,1362-4962,0305-1048,,2014,January,NUCLEIC ACIDS RESEARCH,1,42,3-19
WOS:000251086500031,Gene editing in human stem cells using zinc finger nucleases and integrase-defective lentiviral vector delivery,"Lombardo,Angelo|Genovese,Pietro|Beausejour,Christian M.|Colleoni,Silvia|Lee,Ya-Li|Kim,Kenneth A.|Ando,Dale|Urnov,Fyodor D.|Galli,Cesare|Gregory,Philip D.|Holmes,Michael C.|Naldini,Luigi",10.1038/nbt1353,17965707,1546-1696,1087-0156,,2007,November,NATURE BIOTECHNOLOGY,11,25,1298-1306
WOS:000341179800048,Prevention of muscular dystrophy in mice by CRISPR/Cas9-mediated editing of germline DNA,"Long,Chengzu|McAnally,John R.|Shelton,John M.|Mireault,Alex A.|Bassel-Duby,Rhonda|Olson,Eric N.",10.1126/science.1254445,25123483,1095-9203,0036-8075,,2014,September,SCIENCE,6201,345,1184-1188
WOS:000368440500044,Postnatal genome editing partially restores dystrophin expression in a mouse model of muscular dystrophy,"Long,Chengzu|Amoasii,Leonela|Mireault,Alex A.|McAnally,John R.|Li,Hui|Sanchez-Ortiz,Efrain|Bhattacharyya,Samadrita|Shelton,John M.|Bassel-Duby,Rhonda|Olson,Eric N.",10.1126/science.aad5725,26721683,1095-9203,0036-8075,,2016,January,SCIENCE,6271,351,400-403
WOS:000426694200063,Correction of diverse muscular dystrophy mutations in human engineered heart muscle by single-site genome editing,"Long,Chengzu|Li,Hui|Tiburcy,Malte|Rodriguez-Caycedo,Cristina|Kyrychenko,Viktoriia|Zhou,Huanyu|Zhang,Yu|Min,Yi-Li|Shelton,John M.|Mammen,Pradeep P. A.|Liaw,Norman Y.|Zimmermann,Wolfram-Hubertus|Bassel-Duby,Rhonda|Schneider,Jay W.|Olson,Eric N.",10.1126/sciadv.aap9004,29404407,,2375-2548,,2018,January,SCIENCE ADVANCES,1,4,
WOS:000308584400005,The highly dynamic CRISPR1 system of Streptococcus agalactiae controls the diversity of its mobilome,"Lopez-Sanchez,Maria-Jose|Sauvage,Elisabeth|Cunha,Violette|Clermont,Dominique|Hariniaina,Elisoa|Gonzalez-Zorn,Bruno|Poyart,Claire|Rosinski-Chupin,Isabelle|Glaser,Philippe",10.1111/j.1365-2958.2012.08172.x,22834929,,0950-382X,,2012,September,MOLECULAR MICROBIOLOGY,6,85,1057-1071
WOS:000313800900006,"A novel link between Campylobacter jejuni bacteriophage defence, virulence and Guillain-Barr, syndrome","Louwen,R.|Horst-Kreft,D.|Boer,A. G.|Graaf,L.|Knegt,G.|Hamersma,M.|Heikema,A. P.|Timms,A. R.|Jacobs,B. C.|Wagenaar,J. A.|Endtz,H. P.|Oost,J.|Wells,J. M.|Nieuwenhuis,E. E. S.|Vliet,A. H. M.|Willemsen,P. T. J.|Baarlen,P.|Belkum,A.",10.1007/s10096-012-1733-4,22945471,,0934-9723,,2013,February,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY \& INFECTIOUS DISEASES,2,32,207-226
WOS:000340085200003,The Role of CRISPR-Cas Systems in Virulence of Pathogenic Bacteria,"Louwen,Rogier|Staals,Raymond H. J.|Endtz,Hubert P.|Baarlen,Peter|Oost,John",10.1128/MMBR.00039-13,24600041,1098-5557,1092-2172,,2014,March,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,1,78,74-88
WOS:000365401000009,A CRISPR/Cas9 Toolbox for Multiplexed Plant Genome Editing and Transcriptional Regulation,"Lowder,Levi G.|Zhang,Dengwei|Baltes,Nicholas J.|Paul,III|Tang,Xu|Zheng,Xuelian|Voytas,Daniel F.|Hsieh,Tzung-Fu|Zhang,Yong|Qi,Yiping",10.1104/pp.15.00636,26297141,1532-2548,0032-0889,,2015,October,PLANT PHYSIOLOGY,2,169,971+
WOS:000397033100014,Precise Editing of a Target Base in the Rice Genome Using a Modified CRISPR/Cas9 System,"Lu,Yuming|Zhu,Jian-Kang",10.1016/j.molp.2016.11.013,27932049,1752-9867,1674-2052,,2017,March,MOLECULAR PLANT,3,10,523-525
WOS:000221265000039,Three replication origins in Sulfolobus species: Synchronous initiation of chromosome replication and asynchronous termination,"Lundgren,M|Andersson,A|Chen,LM|Nilsson,P|Bernander,R",10.1073/pnas.0400656101,15107501,,0027-8424,,2004,May,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,18,101,7046-7051
WOS:000354377800011,Regulate gene editing in wild animals,"Lunshof,Jeantine",10.1038/521127a,25971471,1476-4687,0028-0836,,2015,May,NATURE,7551,521,127
WOS:000350207100061,Repurposing endogenous type I CRISPR-Cas systems for programmable gene repression,"Luo,Michelle L.|Mullis,Adam S.|Leenay,Ryan T.|Beisel,Chase L.",10.1093/nar/gku971,25326321,1362-4962,0305-1048,,2015,January,NUCLEIC ACIDS RESEARCH,1,43,674-681
WOS:000373476700002,Current and future prospects for CRISPR-based tools in bacteria,"Luo,Michelle L.|Leenay,Ryan T.|Beisel,Chase L.",10.1002/bit.25851,26460902,1097-0290,0006-3592,,2016,May,BIOTECHNOLOGY AND BIOENGINEERING,5,113,930-943
WOS:000355152600010,Disruptions of Topological Chromatin Domains Cause Pathogenic Rewiring of Gene-Enhancer Interactions,"Lupianez,Dario G.|Kraft,Katerina|Heinrich,Verena|Krawitz,Peter|Brancati,Francesco|Klopocki,Eva|Hom,Denise|Kayserili,Hulya|Opitz,John M.|Laxova,Renata|Santos-Simarro,Fernando|Gilbert-Dussardier,Brigitte|Wittler,Lars|Borschiwer,Marina|Haas,Stefan A.|Osterwalder,Marco|Franke,Martin|Timmermann,Bernd|Hecht,Jochen|Spielmann,Malte|Visel,Axel|Mundlos,Stefan",10.1016/j.cell.2015.04.004,25959774,1097-4172,0092-8674,,2015,May,CELL,5,161,1012-1025
WOS:000332479400012,Heritable Multiplex Genetic Engineering in Rats Using CRISPR/Cas9,"Ma,Yuanwu|Shen,Bin|Zhang,Xu|Lu,Yingdong|Chen,Wei|Ma,Jing|Huang,Xingxu|Zhang,Lianfeng",10.1371/journal.pone.0089413,24598943,,1932-6203,,2014,March,PLOS ONE,3,9,
WOS:000350646500038,Multicolor CRISPR labeling of chromosomal loci in human cells,"Ma,Hanhui|Naseri,Ardalan|Reyes-Gutierrez,Pablo|Wolfe,Scot A.|Zhang,Shaojie|Pederson,Thoru",10.1073/pnas.1420024112,25713381,,0027-8424,,2015,March,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10,112,3002-3007
WOS:000359136100013,"A Robust CRISPR/Cas9 System for Convenient, High-Efficiency Multiplex Genome Editing in Monocot and Dicot Plants","Ma,Xingliang|Zhang,Qunyu|Zhu,Qinlong|Liu,Wei|Chen,Yan|Qiu,Rong|Wang,Bin|Yang,Zhongfang|Li,Heying|Lin,Yuru|Xie,Yongyao|Shen,Rongxin|Chen,Shuifu|Wang,Zhi|Chen,Yuanling|Guo,Jingxin|Chen,Letian|Zhao,Xiucai|Dong,Zhicheng|Liu,Yao-Guang",10.1016/j.molp.2015.04.007,25917172,1752-9867,1674-2052,,2015,August,MOLECULAR PLANT,8,8,1274-1284
WOS:000382597700008,CRISPR-Cas9 nuclear dynamics and target recognition in living cells,"Ma,Hanhui|Tu,Li-Chun|Naseri,Ardalan|Huisman,Maximiliaan|Zhang,Shaojie|Grunwald,David|Pederson,Thoru",10.1083/jcb.201604115,27551060,1540-8140,0021-9525,,2016,August,JOURNAL OF CELL BIOLOGY,5,214,529-537
WOS:000389133000023,Targeted AIDID-mediated mutagenesis (TAM) enables efficient genomic diversification in mammalian cells,"Ma,Yunqing|Zhang,Jiayuan|Yin,Weijie|Zhang,Zhenchao|Song,Yan|Chang,Xing",10.1038/NMETH.4027,27723754,1548-7105,1548-7091,,2016,December,NATURE METHODS,12,13,1029+
WOS:000375735000033,Multiplexed labeling of genomic loci with dCas9 and engineered sgRNAs using CRISPRainbow,"Ma,Hanhui|Tu,Li-Chun|Naseri,Ardalan|Huisman,Maximiliaan|Zhang,Shaojie|Grunwald,David|Pederson,Thoru",10.1038/nbt.3526,27088723,1546-1696,1087-0156,,2016,May,NATURE BIOTECHNOLOGY,5,34,528-530
WOS:000408279000030,Correction of a pathogenic gene mutation in human embryos,"Ma,Hong|Marti-Gutierrez,Nuria|Park,Sang-Wook|Wu,Jun|Lee,Yeonmi|Suzuki,Keiichiro|Koski,Amy|Ji,Dongmei|Hayama,Tomonari|Ahmed,Riffat|Darby,Hayley|Dyken,Crystal|Li,Ying|Kang,Eunju|Park,A. -Reum|Kim,Daesik|Kim,Sang-Tae|Gong,Jianhui|Gu,Ying|Xu,Xun|Battaglia,David|Krieg,Sacha A.|Lee,David M.|Wu,Diana H.|Wolf,Don P.|Heitner,Stephen B.|Belmonte,Juan|Mato,Paula A.|Kim,Jin-Soo|Kaul,Sanjiv|Mitalipov,Shoukhrat",10.1038/nature23305,28783728,1476-4687,0028-0836,,2017,August,NATURE,7668,548,413+
WOS:000441115200010,Large deletions induced by Cas9 cleavage Reply,"Ma,Hong|Marti-Gutierrez,Nuria|Park,Sang-Wook|Wu,Jun|Hayama,Tomonari|Darby,Hayley|Dyken,Crystal|Li,Ying|Koski,Amy|Liang,Dan|Suzuki,Keiichiro|Gu,Ying|Gong,Jianhui|Xu,Xun|Ahmed,Riffat|Lee,Yeonmi|Kang,Eunju|Ji,Dongmei|Park,A-Reum|Kim,Daesik|Kim,Sang-Tae|Heitner,Stephen B.|Battaglia,David|Krieg,Sacha A.|Lee,David M.|Wu,Diana H.|Wolf,Don P.|Amato,Paula|Kaul,Sanjiv|Belmonte,Juan|Kim,Jin-Soo|Mitalipov,Shoukhrat",10.1038/s41586-018-0381-y,30089923,1476-4687,0028-0836,,2018,August,NATURE,7717,560,E10-E23
WOS:000366854200012,Chromothripsis and Kataegis Induced by Telomere Crisis,"Maciejowski,John|Li,Yilong|Bosco,Nazario|Campbell,Peter J.|Lange,Titia",10.1016/j.cell.2015.11.054,26687355,1097-4172,0092-8674,,2015,December,CELL,7,163,1641-1654
WOS:000346484800053,In Vivo Engineering of Oncogenic Chromosomal Rearrangements with the CRISPR/Cas9 System,"Maddalo,Danilo|Manchado,Eusebio|Concepcion,Carla P.|Bonetti,Ciro|Vidigal,Joana A.|Han,Yoon-Chi|Ogrodowski,Paul|Crippa,Alessandra|Rekhtman,Natasha|de Stanchina,Elisa|Lowe,Scott W.|Ventura,Andrea",10.1038/nature13902,25337876,1476-4687,0028-0836,,2014,December,Nature,7531,516,423+
WOS:000258083400014,Rapid ``Open-Source'' engineering of customized zinc-finger nucleases for highly efficient gene modification,"Maeder,Morgan L.|Thibodeau-Beganny,Stacey|Osiak,Anna|Wright,David A.|Anthony,Reshma M.|Eichtinger,Magdalena|Jiang,Tao|Foley,Jonathan E.|Winfrey,Ronnie J.|Townsend,Jeffrey A.|Unger-Wallace,Erica|Sander,Jeffry D.|Mueller-Lerch,Felix|Fu,Fengli|Pearlberg,Joseph|Goebel,Carl|Dassie,Justin P.|Pruett-Miller,Shondra M.|Porteus,Matthew H.|Sgroi,Dennis C.|Iafrate,A. John|Dobbs,Drena|McCray,Jr.|Cathomen,Toni|Voytas,Daniel F.|Joung,J. Keith",10.1016/j.molcel.2008.06.016,18657511,,1097-2765,,2008,July,MOLECULAR CELL,2,31,294-301
WOS:000275367400008,Oligomerized pool engineering (OPEN): an `open-source' protocol for making customized zinc-finger arrays,"Maeder,Morgan L.|Thibodeau-Beganny,Stacey|Sander,Jeffry D.|Voytas,Daniel F.|Joung,J. Keith",10.1038/nprot.2009.98,19798082,1750-2799,1754-2189,,2009,,NATURE PROTOCOLS,10,4,1471-1501
WOS:000325073800018,CRISPR RNA-guided activation of endogenous human genes,"Maeder,Morgan L.|Linder,Samantha J.|Cascio,Vincent M.|Fu,Yanfang|Ho,Quan H.|Joung,J. Keith",10.1038/NMETH.2598,23892898,1548-7105,1548-7091,,2013,October,NATURE METHODS,10,10,977+
WOS:000371194300007,Genome-editing Technologies for Gene and Cell Therapy,"Maeder,Morgan L.|Gersbach,Charles A.",10.1038/mt.2016.10,26755333,1525-0024,1525-0016,,2016,March,MOLECULAR THERAPY,3,24,430-446
WOS:000457842100018,Development of a gene-editing approach to restore vision loss in Leber congenital amaurosis type 10,"Maeder,Morgan L.|Stefanidakis,Michael|Wilson,Christopher J.|Baral,Reshica|Barrera,Luis|Bounoutas,George S.|Bumcrot,David|Chao,Hoson|Ciulla,Dawn M.|DaSilva,Jennifer A.|Dass,Abhishek|Dhanapal,Vidya|Fennell,Tim J.|Friedland,Ari E.|Giannoukos,Georgia|Gloskowski,Sebastian W.|Glucksmann,Alexandra|Gotta,Gregory M.|Jayaram,Hariharan|Haskett,Scott J.|Hopkins,Bei|Horng,Joy E.|Joshi,Shivangi|Marco,Eugenio|Mepani,Rina|Reyon,Deepak|Ta,Terence|Tabbaa,Diana G.|Samuelsson,Steven J.|Shen,Shen|Skor,Maxwell N.|Stetkiewicz,Pam|Wang,Tongyao|Yudkoff,Clifford|Myer,Vic E.|Albright,Charles F.|Jiang,Haiyan",10.1038/s41591-018-0327-9,30664785,1546-170X,1078-8956,,2019,February,NATURE MEDICINE,2,25,229+
WOS:000306644600028,Cleavage of Phage DNA by the Streptococcus thermophilus CRISPR3-Cas System,"Magadan,Alfonso H.|Dupuis,Marie-Eve|Villion,Manuela|Moineau,Sylvain",10.1371/journal.pone.0040913,22911717,,1932-6203,,2012,July,PLOS ONE,7,7,
WOS:000336516800006,Adenoviral vector delivery of RNA-guided CRISPR/Cas9 nuclease complexes induces targeted mutagenesis in a diverse array of human cells,"Maggio,Ignazio|Holkers,Maarten|Liu,Jin|Janssen,Josephine M.|Chen,Xiaoyu|Goncalves,Manuel A. F. V.",10.1038/srep05105,24870050,,2045-2322,,2014,May,SCIENTIFIC REPORTS,,4,
WOS:000173551200009,A DNA repair system specific for thermophilic Archaea and bacteria predicted by genomic context analysis,"Makarova,KS|Aravind,L|Grishin,NV|Rogozin,IB|Koonin,EV",10.1093/nar/30.2.482,11788711,1362-4962,0305-1048,,2002,January,NUCLEIC ACIDS RESEARCH,2,30,482-496
WOS:000244032500001,"A Putative RNA-Interference-Based Immune System in Prokaryotes: Computational Analysis of the Predicted Enzymatic Machinery, Functional Analogies with Eukaryotic RNAi, and Hypothetical Mechanisms of Action","Makarova,Kira S.|Grishin,Nick V.|Shabalina,Svetlana A.|Wolf,Yuri I.|Koonin,Eugene V.",10.1186/1745-6150-1-7,16545108,1745-6150,,,2006,March,Biology Direct,,1,
WOS:000241476200061,Comparative genomics of the lactic acid bacteria,"Makarova,K.|Slesarev,A.|Wolf,Y.|Sorokin,A.|Mirkin,B.|Koonin,E.|Pavlov,A.|Pavlova,N.|Karamychev,V.|Polouchine,N.|Shakhova,V.|Grigoriev,I.|Lou,Y.|Rohksar,D.|Lucas,S.|Huang,K.|Goodstein,D. M.|Hawkins,T.|Plengvidhya,V.|Welker,D.|Hughes,J.|Goh,Y.|Benson,A.|Baldwin,K.|Lee,J. -H.|Diaz-Muniz,I.|Dosti,B.|Smeianov,V.|Wechter,W.|Barabote,R.|Lorca,G.|Altermann,E.|Barrangou,R.|Ganesan,B.|Xie,Y.|Rawsthorne,H.|Tamir,D.|Parker,C.|Breidt,F.|Broadbent,J.|Hutkins,R.|O'Sullivan,D.|Steele,J.|Unlu,G.|Saier,M.|Klaenhammer,T.|Richardson,P.|Kozyavkin,S.|Weimer,B.|Mills,D.",10.1073/pnas.0607117103,17030793,,0027-8424,,2006,October,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,42,103,15611-15616
WOS:000252923800001,Clusters of orthologous genes for 41 archaeal genomes and implications for evolutionary genomics of archaea,"Makarova,Kira S.|Sorokin,Alexander V.|Novichkov,Pavel S.|Wolf,Yuri I.|Koonin,Eugene V.",10.1186/1745-6150-2-33,18042280,1745-6150,,,2007,November,BIOLOGY DIRECT,,2,
WOS:000270223300002,Prokaryotic homologs of Argonaute proteins are predicted to function as key components of a novel system of defense against mobile genetic elements,"Makarova,Kira S.|Wolf,Yuri I.|Oost,John|Koonin,Eugene V.",10.1186/1745-6150-4-29,19706170,1745-6150,,,2009,August,BIOLOGY DIRECT,,4,
WOS:000267521000001,Comprehensive comparative-genomic analysis of Type 2 toxin-antitoxin systems and related mobile stress response systems in prokaryotes,"Makarova,Kira S.|Wolf,Yuri I.|Koonin,Eugene V.",10.1186/1745-6150-4-19,19493340,1745-6150,,,2009,June,BIOLOGY DIRECT,,4,
WOS:000296153400016,Defense Islands in Bacterial and Archaeal Genomes and Prediction of Novel Defense Systems,"Makarova,Kira S.|Wolf,Yuri I.|Snir,Sagi|Koonin,Eugene V.",10.1128/JB.05535-11,21908672,1098-5530,0021-9193,,2011,November,JOURNAL OF BACTERIOLOGY,21,193,6039-6056
WOS:000290614100019,Evolution and classification of the CRISPR-Cas systems,"Makarova,Kira S.|Haft,Daniel H.|Barrangou,Rodolphe|Brouns,Stan J. J.|Charpentier,Emmanuelle|Horvath,Philippe|Moineau,Sylvain|Mojica,Francisco J. M.|Wolf,Yuri I.|Yakunin,Alexander F.|van der Oost,John|Koonin,Eugene V.",10.1038/nrmicro2577,21552286,1740-1534,1740-1526,,2011,June,NATURE REVIEWS MICROBIOLOGY,6,9,467-477
WOS:000293562600001,Unification of Cas protein families and a simple scenario for the origin and evolution of CRISPR-Cas systems,"Makarova,Kira S.|Aravind,L.|Wolf,Yuri I.|Koonin,Eugene V.",10.1186/1745-6150-6-38,21756346,,1745-6150,,2011,July,BIOLOGY DIRECT,,6,
WOS:000328282700005,The basic building blocks and evolution of CRISPR-Cas systems,"Makarova,Kira S.|Wolf,Yuri I.|Koonin,Eugene V.",10.1042/BST20130038,24256226,1470-8752,0300-5127,,2013,December,BIOCHEMICAL SOCIETY TRANSACTIONS,6,41,1392+
WOS:000318569700010,Comparative genomics of defense systems in archaea and bacteria,"Makarova,Kira S.|Wolf,Yuri I.|Koonin,Eugene V.",10.1093/nar/gkt157,23470997,1362-4962,0305-1048,,2013,April,NUCLEIC ACIDS RESEARCH,8,41,4360-4377
WOS:000341863200008,"Dark matter in archaeal genomes: a rich source of Novel mobile elements, defense systems and secretory complexes","Makarova,Kira S.|Wolf,Yuri I.|Forterre,Patrick|Prangishvili,David|Krupovic,Mart|Koonin,Eugene V.",10.1007/s00792-014-0672-7,25113822,1433-4909,1431-0651,,2014,September,EXTREMOPHILES,5,18,877-893
WOS:000364620900009,An updated evolutionary classification of CRISPR-Cas systems,"Makarova,Kira S.|Wolf,Yuri I.|Alkhnbashi,Omer S.|Costa,Fabrizio|Shah,Shiraz A.|Saunders,Sita J.|Barrangou,Rodolphe|Brouns,Stan J. J.|Charpentier,Emmanuelle|Haft,Daniel H.|Horvath,Philippe|Moineau,Sylvain|Mojica,Francisco J. M.|Terns,Rebecca M.|Terns,Michael P.|White,Malcolm F.|Yakunin,Alexander F.|Garrett,Roger A.|Oost,John|Backofen,Rolf|Koonin,Eugene V.",10.1038/nrmicro3569,26411297,1740-1534,1740-1526,,2015,November,NATURE REVIEWS MICROBIOLOGY,11,13,722-736
WOS:000396284800023,SnapShot: Class 1 CRISPR-Cas Systems,"Makarova,Kira S.|Zhang,Feng|Koonin,Eugene V.",,28235204,1097-4172,0092-8674,,2017,February,CELL,5,168,946+
WOS:000314874400050,RNA-Guided Human Genome Engineering via Cas9,"Mali,Prashant|Yang,Luhan|Esvelt,Kevin M.|Aach,John|Guell,Marc|DiCarlo,James E.|Norville,Julie E.|Church,George M.",10.1126/science.1232033,23287722,,0036-8075,,2013,February,Science,6121,339,823-826
WOS:000324306300024,CAS9 transcriptional activators for target specificity screening and paired nickases for cooperative genome engineering,"Mali,Prashant|Aach,John|Stranges,P. Benjamin|Esvelt,Kevin M.|Moosburner,Mark|Kosuri,Sriram|Yang,Luhan|Church,George M.",10.1038/nbt.2675,23907171,,1087-0156,,2013,September,NATURE BIOTECHNOLOGY,9,31,833+
WOS:000325073800015,Cas9 as a versatile tool for engineering biology,"Mali,Prashant|Esvelt,Kevin M.|Church,George M.",10.1038/NMETH.2649,24076990,1548-7105,1548-7091,,2013,October,NATURE METHODS,10,10,957-963
WOS:000345012700016,Efficient Ablation of Genes in Human Hematopoietic Stem and Effector Cells using CRISPR/Cas9,"Mandal,Pankaj K.|Ferreira,Leonardo M. R.|Collins,Ryan|Meissner,Torsten B.|Boutwell,Christian L.|Friesen,Max|Vrbanac,Vladimir|Garrison,Brian S.|Stortchevoi,Alexei|Bryder,David|Musunuru,Kiran|Brand,Harrison|Tager,Andrew M.|Allen,Todd M.|Talkowski,Michael E.|Rossi,Derrick J.|Cowan,Chad A.",10.1016/j.stem.2014.10.004,25517468,1875-9777,1934-5909,,2014,November,CELL STEM CELL,5,15,643-652
WOS:000373722100017,CRISPR Interference Efficiently Induces Specific and Reversible Gene Silencing in Human iPSCs,"Mandegar,Mohammad A.|Huebsch,Nathaniel|Frolov,Ekaterina B.|Shin,Edward|Truong,Annie|Olvera,Michael P.|Chan,Amanda H.|Miyaoka,Yuichiro|Holmes,Kristin|Spencer,C. Ian|Judge,Luke M.|Gordon,David E.|Eskildsen,Tilde V.|Villalta,Jacqueline E.|Horlbeck,Max A.|Gilbert,Luke A.|Krogan,Nevan J.|Sheikh,Soren P.|Weissman,Jonathan S.|Qi,Lei S.|So,Po-Lin|Conklin,Bruce R.",10.1016/j.stem.2016.01.022,26971820,1875-9777,1934-5909,,2016,April,CELL STEM CELL,4,18,541-553
WOS:000223495100018,Synthesis of group A streptococcal virulence factors is controlled by a regulatory RNA molecule,"Mangold,M|Siller,M|Roppenser,B|Vlaminckx,BJM|Penfound,TA|Klein,R|Novak,R|Novick,RP|Charpentier,E",10.1111/j.1365-2958.2004.04222.x,15387826,1365-2958,0950-382X,,2004,September,MOLECULAR MICROBIOLOGY,5,53,1515-1527
WOS:000406358300027,In vivo CRISPR screening identifies Ptpn2 as a cancer immunotherapy target,"Manguso,Robert T.|Pope,Hans W.|Zimmer,Margaret D.|Brown,Flavian D.|Yates,Kathleen B.|Miller,Brian C.|Collins,Natalie B.|Bi,Kevin|Lafleur,Martin W.|Juneja,Vikram R.|Weiss,Sarah A.|Lo,Jennifer|Fisher,David E.|Miao,Diana|Allen,Eliezer|Root,David E.|Sharpe,Arlene H.|Doench,John G.|Haining,W. Nicholas",10.1038/nature23270,28723893,1476-4687,0028-0836,,2017,July,NATURE,7664,547,413+
WOS:000289366700017,In vivo activity of CRISPR-mediated virus defence in a hyperthermophilic archaeon,"Manica,Andrea|Zebec,Ziga|Teichmann,Daniela|Schleper,Christa",10.1111/j.1365-2958.2011.07586.x,21385233,,0950-382X,,2011,April,MOLECULAR MICROBIOLOGY,2,80,481-491
WOS:000352782700014,CRISPR/Cas9: a molecular Swiss army knife for simultaneous introduction of multiple genetic modifications in Saccharomyces cerevisiae,"Mans,Robert|Rossum,Harmen M.|Wijsman,Melanie|Backx,Antoon|Kuijpers,Niels G. A.|Broek,Marcel|Daran-Lapujade,Pascale|Pronk,Jack T.|Maris,Antonius J. A.|Daran,Jean-Marc G.",10.1093/femsyr/fov004,25743786,1567-1364,1567-1356,,2015,March,FEMS YEAST RESEARCH,2,15,
WOS:A1988R075100079,DISRUPTION OF THE PROTO-ONCOGENE INT-2 IN MOUSE EMBRYO-DERIVED STEM-CELLS - A GENERAL STRATEGY FOR TARGETING MUTATIONS TO NON-SELECTABLE GENES,"MANSOUR,SL|THOMAS,KR|CAPECCHI,MR",10.1038/336348a0,3194019,1476-4687,0028-0836,,1988,November,NATURE,6197,336,348-352
WOS:000327541200026,Application of the CRISPRCas System for Efficient Genome Engineering in Plants,"Mao,Yanfei|Zhang,Hui|Xu,Nanfei|Zhang,Botao|Gou,Feng|Zhu,Jian-Kang",10.1093/mp/sst121,23963532,1752-9867,1674-2052,,2013,November,MOLECULAR PLANT,6,6,2008-2011
WOS:000379015600044,Genetic dissection of Flaviviridae host factors through genome-scale CRISPR screens,"Marceau,Caleb D.|Puschnik,Andreas S.|Majzoub,Karim|Ooi,Yaw|Brewer,Susan M.|Fuchs,Gabriele|Swaminathan,Kavya|Mata,Miguel A.|Elias,Joshua E.|Sarnow,Peter|Carette,Jan E.",10.1038/nature18631,27383987,1476-4687,0028-0836,,2016,July,NATURE,7610,535,159+
